date,ticker,name,price
2016-10-06,UNH-US,UnitedHealth Group Incorporated,136.47
2016-10-06,IBM-US,International Business Machines Corporation,149.85
2016-10-06,AAPL-US,Apple Inc.,28.47
2016-10-06,JNJ-US,Johnson & Johnson,118.75
2016-10-06,BA-US,Boeing Company,134.42
2016-10-06,HON-US,Honeywell International Inc.,104.29
2016-10-06,AMZN-US,"Amazon.com, Inc.",42.08
2016-10-06,CRM-US,"Salesforce, Inc.",71.26
2016-10-06,CVX-US,Chevron Corporation,102.18
2016-10-06,NVDA-US,NVIDIA Corporation,1.68
2016-10-06,MMM-US,3M Company,143.5
2016-10-06,PG-US,Procter & Gamble Company,89.22
2016-10-06,WMT-US,Walmart Inc.,23.12
2016-10-06,MRK-US,"Merck & Co., Inc.",59.75
2016-10-06,DIS-US,Walt Disney Company,92.83
2016-10-06,KO-US,Coca-Cola Company,41.71
2016-10-06,CSCO-US,"Cisco Systems, Inc.",31.48
2016-10-06,NKE-US,"NIKE, Inc. Class B",52.03
2016-10-06,VZ-US,Verizon Communications Inc.,50.26
2016-10-07,GS-US,"Goldman Sachs Group, Inc.",169.83
2016-10-07,CAT-US,Caterpillar Inc.,88.47
2016-10-07,MSFT-US,Microsoft Corporation,57.8
2016-10-07,HD-US,"Home Depot, Inc.",128.31
2016-10-07,SHW-US,Sherwin-Williams Company,89.58
2016-10-07,AMGN-US,Amgen Inc.,167.5
2016-10-07,AXP-US,American Express Company,61.76
2016-10-07,MCD-US,McDonald's Corporation,113.45
2016-10-07,V-US,Visa Inc. Class A,82.88
2016-10-07,JPM-US,JPMorgan Chase & Co.,68.11
2016-10-07,TRV-US,"Travelers Companies, Inc.",114.53
2016-10-07,UNH-US,UnitedHealth Group Incorporated,136.66
2016-10-07,IBM-US,International Business Machines Corporation,148.69
2016-10-07,AAPL-US,Apple Inc.,28.52
2016-10-07,JNJ-US,Johnson & Johnson,119.24
2016-10-07,BA-US,Boeing Company,133.85
2016-10-07,HON-US,Honeywell International Inc.,96.47
2016-10-07,AMZN-US,"Amazon.com, Inc.",41.97
2016-10-07,CRM-US,"Salesforce, Inc.",70.91
2016-10-07,CVX-US,Chevron Corporation,102.27
2016-10-07,NVDA-US,NVIDIA Corporation,1.67
2016-10-07,MMM-US,3M Company,143.24
2016-10-07,PG-US,Procter & Gamble Company,90.0
2016-10-07,WMT-US,Walmart Inc.,22.9
2016-10-07,MRK-US,"Merck & Co., Inc.",59.85
2016-10-07,DIS-US,Walt Disney Company,92.49
2016-10-07,KO-US,Coca-Cola Company,41.73
2016-10-07,CSCO-US,"Cisco Systems, Inc.",31.47
2016-10-07,NKE-US,"NIKE, Inc. Class B",51.79
2016-10-07,VZ-US,Verizon Communications Inc.,49.92
2016-10-10,GS-US,"Goldman Sachs Group, Inc.",171.04
2016-10-10,CAT-US,Caterpillar Inc.,88.22
2016-10-10,MSFT-US,Microsoft Corporation,58.04
2016-10-10,HD-US,"Home Depot, Inc.",127.25
2016-10-10,SHW-US,Sherwin-Williams Company,90.25
2016-10-10,AMGN-US,Amgen Inc.,168.31
2016-10-10,AXP-US,American Express Company,61.9
2016-10-10,MCD-US,McDonald's Corporation,114.71
2016-10-10,V-US,Visa Inc. Class A,83.12
2016-10-10,JPM-US,JPMorgan Chase & Co.,68.64
2016-10-10,TRV-US,"Travelers Companies, Inc.",115.14
2016-10-10,UNH-US,UnitedHealth Group Incorporated,138.08
2016-10-10,IBM-US,International Business Machines Corporation,149.98
2016-10-10,AAPL-US,Apple Inc.,29.01
2016-10-10,JNJ-US,Johnson & Johnson,119.8
2016-10-10,BA-US,Boeing Company,135.84
2016-10-10,HON-US,Honeywell International Inc.,96.34
2016-10-10,AMZN-US,"Amazon.com, Inc.",42.09
2016-10-10,CRM-US,"Salesforce, Inc.",75.1
2016-10-10,CVX-US,Chevron Corporation,103.98
2016-10-10,NVDA-US,NVIDIA Corporation,1.68
2016-10-10,MMM-US,3M Company,143.09
2016-10-10,PG-US,Procter & Gamble Company,89.06
2016-10-10,WMT-US,Walmart Inc.,22.66
2016-10-10,MRK-US,"Merck & Co., Inc.",60.93
2016-10-10,DIS-US,Walt Disney Company,92.49
2016-10-10,KO-US,Coca-Cola Company,41.73
2016-10-10,CSCO-US,"Cisco Systems, Inc.",31.47
2016-10-10,NKE-US,"NIKE, Inc. Class B",51.79
2016-10-10,VZ-US,Verizon Communications Inc.,50.19
2016-10-11,GS-US,"Goldman Sachs Group, Inc.",169.04
2016-10-11,CAT-US,Caterpillar Inc.,87.47
2016-10-11,MSFT-US,Microsoft Corporation,57.19
2016-10-11,HD-US,"Home Depot, Inc.",125.85
2016-10-11,SHW-US,Sherwin-Williams Company,89.14
2016-10-11,AMGN-US,Amgen Inc.,164.32
2016-10-11,AXP-US,American Express Company,60.86
2016-10-11,MCD-US,McDonald's Corporation,113.68
2016-10-11,V-US,Visa Inc. Class A,82.04
2016-10-11,JPM-US,JPMorgan Chase & Co.,68.31
2016-10-11,TRV-US,"Travelers Companies, Inc.",114.0
2016-10-11,UNH-US,UnitedHealth Group Incorporated,134.75
2016-10-11,IBM-US,International Business Machines Corporation,147.85
2016-10-11,AAPL-US,Apple Inc.,29.08
2016-10-11,JNJ-US,Johnson & Johnson,117.64
2016-10-11,BA-US,Boeing Company,133.74
2016-10-11,HON-US,Honeywell International Inc.,95.42
2016-10-11,AMZN-US,"Amazon.com, Inc.",41.55
2016-10-11,CRM-US,"Salesforce, Inc.",72.42
2016-10-11,CVX-US,Chevron Corporation,103.04
2016-10-11,NVDA-US,NVIDIA Corporation,1.65
2016-10-11,MMM-US,3M Company,141.87
2016-10-11,PG-US,Procter & Gamble Company,88.54
2016-10-11,WMT-US,Walmart Inc.,22.46
2016-10-11,MRK-US,"Merck & Co., Inc.",59.05
2016-10-11,DIS-US,Walt Disney Company,91.86
2016-10-11,KO-US,Coca-Cola Company,41.54
2016-10-11,CSCO-US,"Cisco Systems, Inc.",31.04
2016-10-11,NKE-US,"NIKE, Inc. Class B",51.82
2016-10-11,VZ-US,Verizon Communications Inc.,49.9
2016-10-12,GS-US,"Goldman Sachs Group, Inc.",169.3
2016-10-12,CAT-US,Caterpillar Inc.,87.58
2016-10-12,MSFT-US,Microsoft Corporation,57.11
2016-10-12,HD-US,"Home Depot, Inc.",126.69
2016-10-12,SHW-US,Sherwin-Williams Company,89.68
2016-10-12,AMGN-US,Amgen Inc.,163.88
2016-10-12,AXP-US,American Express Company,60.69
2016-10-12,MCD-US,McDonald's Corporation,114.71
2016-10-12,V-US,Visa Inc. Class A,82.25
2016-10-12,JPM-US,JPMorgan Chase & Co.,68.13
2016-10-12,TRV-US,"Travelers Companies, Inc.",115.35
2016-10-12,UNH-US,UnitedHealth Group Incorporated,135.1
2016-10-12,IBM-US,International Business Machines Corporation,147.37
2016-10-12,AAPL-US,Apple Inc.,29.34
2016-10-12,JNJ-US,Johnson & Johnson,117.97
2016-10-12,BA-US,Boeing Company,133.16
2016-10-12,HON-US,Honeywell International Inc.,96.91
2016-10-12,AMZN-US,"Amazon.com, Inc.",41.7
2016-10-12,CRM-US,"Salesforce, Inc.",72.23
2016-10-12,CVX-US,Chevron Corporation,102.15
2016-10-12,NVDA-US,NVIDIA Corporation,1.66
2016-10-12,MMM-US,3M Company,141.9
2016-10-12,PG-US,Procter & Gamble Company,88.57
2016-10-12,WMT-US,Walmart Inc.,22.49
2016-10-12,MRK-US,"Merck & Co., Inc.",58.79
2016-10-12,DIS-US,Walt Disney Company,91.41
2016-10-12,KO-US,Coca-Cola Company,41.78
2016-10-12,CSCO-US,"Cisco Systems, Inc.",30.34
2016-10-12,NKE-US,"NIKE, Inc. Class B",52.44
2016-10-12,VZ-US,Verizon Communications Inc.,50.3
2016-10-13,GS-US,"Goldman Sachs Group, Inc.",167.42
2016-10-13,CAT-US,Caterpillar Inc.,86.97
2016-10-13,MSFT-US,Microsoft Corporation,56.92
